curr_num: 467, symbol: *
curr_num: 798, symbol: -
curr_num: 325, symbol: &
curr_num: 974, symbol: &
curr_num: 834, symbol: *
curr_num: 860, symbol: *
curr_num: 533, symbol: @
curr_num: 866, symbol: *
curr_num: 864, symbol: $
curr_num: 269, symbol: *
curr_num: 875, symbol: *
curr_num: 207, symbol: +
curr_num: 882, symbol: *
curr_num: 309, symbol: &
curr_num: 739, symbol: *
curr_num: 394, symbol: *
curr_num: 835, symbol: *
curr_num: 290, symbol: *
curr_num: 489, symbol: *
curr_num: 177, symbol: *
curr_num: 833, symbol: %
curr_num: 866, symbol: $
curr_num: 153, symbol: /
curr_num: 689, symbol: &
curr_num: 719, symbol: *
curr_num: 314, symbol: /
curr_num: 673, symbol: *
curr_num: 5, symbol: *
curr_num: 557, symbol: *
curr_num: 443, symbol: $
curr_num: 649, symbol: #
curr_num: 575, symbol: *
curr_num: 634, symbol: *
curr_num: 794, symbol: *
curr_num: 614, symbol: $
curr_num: 350, symbol: +
curr_num: 104, symbol: *
curr_num: 141, symbol: *
curr_num: 369, symbol: *
curr_num: 934, symbol: *
curr_num: 997, symbol: *
curr_num: 519, symbol: *
curr_num: 787, symbol: *
curr_num: 739, symbol: *
curr_num: 628, symbol: *
curr_num: 784, symbol: *
curr_num: 989, symbol: *
curr_num: 987, symbol: *
curr_num: 309, symbol: *
curr_num: 209, symbol: +
curr_num: 957, symbol: *
curr_num: 50, symbol: *
curr_num: 995, symbol: @
curr_num: 765, symbol: *
curr_num: 380, symbol: $
curr_num: 624, symbol: *
curr_num: 643, symbol: *
curr_num: 836, symbol: *
curr_num: 356, symbol: #
curr_num: 886, symbol: *
curr_num: 234, symbol: &
curr_num: 51, symbol: *
curr_num: 935, symbol: *
curr_num: 188, symbol: *
curr_num: 73, symbol: @
curr_num: 696, symbol: *
curr_num: 14, symbol: *
curr_num: 203, symbol: *
curr_num: 948, symbol: *
curr_num: 957, symbol: *
curr_num: 804, symbol: *
curr_num: 736, symbol: *
curr_num: 388, symbol: *
curr_num: 689, symbol: *
curr_num: 219, symbol: *
curr_num: 660, symbol: *
curr_num: 218, symbol: #
curr_num: 475, symbol: *
curr_num: 477, symbol: *
curr_num: 848, symbol: *
curr_num: 687, symbol: $
curr_num: 57, symbol: *
curr_num: 229, symbol: *
curr_num: 636, symbol: *
curr_num: 804, symbol: *
curr_num: 164, symbol: %
curr_num: 590, symbol: *
curr_num: 80, symbol: *
curr_num: 310, symbol: *
curr_num: 675, symbol: *
curr_num: 398, symbol: *
curr_num: 748, symbol: -
curr_num: 226, symbol: =
curr_num: 200, symbol: @
curr_num: 160, symbol: *
curr_num: 853, symbol: *
curr_num: 292, symbol: #
curr_num: 889, symbol: &
curr_num: 867, symbol: *
curr_num: 192, symbol: +
curr_num: 530, symbol: *
curr_num: 910, symbol: @
curr_num: 222, symbol: *
curr_num: 959, symbol: -
curr_num: 735, symbol: *
curr_num: 304, symbol: *
curr_num: 742, symbol: $
curr_num: 195, symbol: =
curr_num: 465, symbol: /
curr_num: 52, symbol: /
curr_num: 168, symbol: *
curr_num: 418, symbol: *
curr_num: 563, symbol: $
curr_num: 649, symbol: *
curr_num: 26, symbol: *
curr_num: 464, symbol: +
curr_num: 969, symbol: $
curr_num: 150, symbol: +
curr_num: 724, symbol: -
curr_num: 83, symbol: *
curr_num: 301, symbol: =
curr_num: 527, symbol: *
curr_num: 858, symbol: &
curr_num: 506, symbol: @
curr_num: 935, symbol: *
curr_num: 910, symbol: $
curr_num: 116, symbol: *
curr_num: 427, symbol: -
curr_num: 347, symbol: *
curr_num: 891, symbol: *
curr_num: 847, symbol: #
curr_num: 750, symbol: %
curr_num: 531, symbol: +
curr_num: 676, symbol: =
curr_num: 510, symbol: *
curr_num: 11, symbol: *
curr_num: 647, symbol: *
curr_num: 683, symbol: %
curr_num: 761, symbol: *
curr_num: 169, symbol: -
curr_num: 152, symbol: -
curr_num: 975, symbol: =
curr_num: 994, symbol: *
curr_num: 122, symbol: *
curr_num: 858, symbol: *
curr_num: 776, symbol: *
curr_num: 180, symbol: /
curr_num: 524, symbol: &
curr_num: 940, symbol: *
curr_num: 199, symbol: *
curr_num: 963, symbol: *
curr_num: 836, symbol: &
curr_num: 34, symbol: +
curr_num: 543, symbol: *
curr_num: 947, symbol: *
curr_num: 94, symbol: &
curr_num: 541, symbol: $
curr_num: 265, symbol: #
curr_num: 477, symbol: *
curr_num: 890, symbol: *
curr_num: 343, symbol: #
curr_num: 599, symbol: *
curr_num: 532, symbol: @
curr_num: 81, symbol: *
curr_num: 73, symbol: #
curr_num: 417, symbol: /
curr_num: 992, symbol: /
curr_num: 99, symbol: &
curr_num: 33, symbol: @
curr_num: 305, symbol: *
curr_num: 678, symbol: *
curr_num: 31, symbol: *
curr_num: 304, symbol: *
curr_num: 452, symbol: *
curr_num: 842, symbol: *
curr_num: 519, symbol: *
curr_num: 307, symbol: *
curr_num: 949, symbol: *
curr_num: 268, symbol: *
curr_num: 259, symbol: @
curr_num: 361, symbol: *
curr_num: 346, symbol: *
curr_num: 288, symbol: =
curr_num: 492, symbol: *
curr_num: 985, symbol: *
curr_num: 727, symbol: *
curr_num: 683, symbol: =
curr_num: 438, symbol: *
curr_num: 950, symbol: *
curr_num: 787, symbol: *
curr_num: 316, symbol: +
curr_num: 724, symbol: @
curr_num: 889, symbol: *
curr_num: 844, symbol: *
curr_num: 125, symbol: @
curr_num: 879, symbol: *
curr_num: 827, symbol: *
curr_num: 148, symbol: *
curr_num: 730, symbol: *
curr_num: 647, symbol: *
curr_num: 48, symbol: =
curr_num: 500, symbol: *
curr_num: 994, symbol: *
curr_num: 41, symbol: *
curr_num: 805, symbol: #
curr_num: 614, symbol: *
curr_num: 940, symbol: *
curr_num: 291, symbol: &
curr_num: 129, symbol: *
curr_num: 8, symbol: *
curr_num: 581, symbol: *
curr_num: 940, symbol: *
curr_num: 462, symbol: *
curr_num: 443, symbol: @
curr_num: 82, symbol: *
curr_num: 784, symbol: *
curr_num: 593, symbol: *
curr_num: 375, symbol: #
curr_num: 148, symbol: %
curr_num: 39, symbol: *
curr_num: 562, symbol: #
curr_num: 784, symbol: %
curr_num: 805, symbol: @
curr_num: 844, symbol: /
curr_num: 776, symbol: *
curr_num: 363, symbol: #
curr_num: 667, symbol: %
curr_num: 265, symbol: *
curr_num: 337, symbol: *
curr_num: 438, symbol: *
curr_num: 295, symbol: *
curr_num: 499, symbol: $
curr_num: 341, symbol: *
curr_num: 74, symbol: *
curr_num: 271, symbol: *
curr_num: 405, symbol: *
curr_num: 155, symbol: *
curr_num: 97, symbol: %
curr_num: 252, symbol: *
curr_num: 270, symbol: *
curr_num: 229, symbol: /
curr_num: 394, symbol: +
curr_num: 879, symbol: *
curr_num: 247, symbol: *
curr_num: 146, symbol: $
curr_num: 226, symbol: *
curr_num: 258, symbol: @
curr_num: 996, symbol: *
curr_num: 944, symbol: *
curr_num: 793, symbol: +
curr_num: 321, symbol: *
curr_num: 578, symbol: *
curr_num: 838, symbol: &
curr_num: 529, symbol: -
curr_num: 831, symbol: *
curr_num: 109, symbol: %
curr_num: 615, symbol: *
curr_num: 822, symbol: *
curr_num: 501, symbol: *
curr_num: 616, symbol: *
curr_num: 293, symbol: +
curr_num: 482, symbol: *
curr_num: 717, symbol: %
curr_num: 236, symbol: $
curr_num: 562, symbol: *
curr_num: 915, symbol: *
curr_num: 580, symbol: /
curr_num: 230, symbol: *
curr_num: 303, symbol: %
curr_num: 128, symbol: *
curr_num: 86, symbol: &
curr_num: 762, symbol: *
curr_num: 928, symbol: *
curr_num: 861, symbol: *
curr_num: 311, symbol: *
curr_num: 517, symbol: *
curr_num: 471, symbol: *
curr_num: 544, symbol: =
curr_num: 996, symbol: *
curr_num: 38, symbol: *
curr_num: 628, symbol: *
curr_num: 563, symbol: +
curr_num: 89, symbol: *
curr_num: 583, symbol: @
curr_num: 148, symbol: *
curr_num: 987, symbol: *
curr_num: 35, symbol: *
curr_num: 967, symbol: *
curr_num: 168, symbol: %
curr_num: 772, symbol: $
curr_num: 838, symbol: *
curr_num: 976, symbol: *
curr_num: 530, symbol: *
curr_num: 649, symbol: *
curr_num: 32, symbol: *
curr_num: 84, symbol: *
curr_num: 315, symbol: *
curr_num: 37, symbol: *
curr_num: 398, symbol: *
curr_num: 631, symbol: $
curr_num: 340, symbol: -
curr_num: 985, symbol: *
curr_num: 522, symbol: #
curr_num: 922, symbol: #
curr_num: 173, symbol: *
curr_num: 894, symbol: *
curr_num: 177, symbol: *
curr_num: 423, symbol: /
curr_num: 816, symbol: &
curr_num: 13, symbol: *
curr_num: 251, symbol: *
curr_num: 878, symbol: *
curr_num: 568, symbol: *
curr_num: 723, symbol: *
curr_num: 329, symbol: *
curr_num: 71, symbol: -
curr_num: 123, symbol: =
curr_num: 378, symbol: %
curr_num: 100, symbol: *
curr_num: 21, symbol: *
curr_num: 250, symbol: *
curr_num: 448, symbol: *
curr_num: 734, symbol: /
curr_num: 718, symbol: *
curr_num: 599, symbol: *
curr_num: 700, symbol: +
curr_num: 803, symbol: *
curr_num: 401, symbol: *
curr_num: 779, symbol: -
curr_num: 550, symbol: *
curr_num: 817, symbol: *
curr_num: 118, symbol: &
curr_num: 980, symbol: *
curr_num: 589, symbol: *
curr_num: 539, symbol: =
curr_num: 281, symbol: *
curr_num: 236, symbol: *
curr_num: 591, symbol: *
curr_num: 927, symbol: *
curr_num: 854, symbol: *
curr_num: 911, symbol: =
curr_num: 939, symbol: *
curr_num: 616, symbol: *
curr_num: 770, symbol: *
curr_num: 50, symbol: *
curr_num: 82, symbol: *
curr_num: 399, symbol: *
curr_num: 452, symbol: *
curr_num: 184, symbol: *
curr_num: 643, symbol: *
curr_num: 871, symbol: *
curr_num: 370, symbol: *
curr_num: 185, symbol: &
curr_num: 634, symbol: *
curr_num: 189, symbol: *
curr_num: 838, symbol: *
curr_num: 623, symbol: @
curr_num: 252, symbol: *
curr_num: 315, symbol: *
curr_num: 86, symbol: *
curr_num: 568, symbol: *
curr_num: 104, symbol: *
curr_num: 586, symbol: *
curr_num: 957, symbol: *
curr_num: 841, symbol: *
curr_num: 509, symbol: *
curr_num: 600, symbol: -
curr_num: 633, symbol: *
curr_num: 628, symbol: *
curr_num: 811, symbol: /
curr_num: 677, symbol: *
curr_num: 580, symbol: +
curr_num: 751, symbol: *
curr_num: 540, symbol: *
curr_num: 81, symbol: *
curr_num: 656, symbol: +
curr_num: 634, symbol: *
curr_num: 112, symbol: *
curr_num: 322, symbol: *
curr_num: 430, symbol: *
curr_num: 683, symbol: %
curr_num: 830, symbol: &
curr_num: 426, symbol: *
curr_num: 649, symbol: *
curr_num: 910, symbol: =
curr_num: 717, symbol: *
curr_num: 359, symbol: *
curr_num: 831, symbol: *
curr_num: 157, symbol: +
curr_num: 143, symbol: $
curr_num: 758, symbol: *
curr_num: 373, symbol: *
curr_num: 215, symbol: *
curr_num: 666, symbol: *
curr_num: 459, symbol: *
curr_num: 547, symbol: =
curr_num: 773, symbol: *
curr_num: 980, symbol: *
curr_num: 404, symbol: *
curr_num: 126, symbol: *
curr_num: 636, symbol: *
curr_num: 420, symbol: +
curr_num: 440, symbol: *
curr_num: 11, symbol: *
curr_num: 516, symbol: #
curr_num: 568, symbol: /
curr_num: 620, symbol: @
curr_num: 685, symbol: =
curr_num: 209, symbol: *
curr_num: 257, symbol: *
curr_num: 407, symbol: *
curr_num: 295, symbol: %
curr_num: 498, symbol: =
curr_num: 970, symbol: *
curr_num: 392, symbol: *
curr_num: 412, symbol: #
curr_num: 83, symbol: +
curr_num: 330, symbol: *
curr_num: 833, symbol: *
curr_num: 250, symbol: *
curr_num: 398, symbol: *
curr_num: 646, symbol: *
curr_num: 759, symbol: *
curr_num: 527, symbol: %
curr_num: 160, symbol: *
curr_num: 254, symbol: *
curr_num: 777, symbol: $
curr_num: 112, symbol: *
curr_num: 428, symbol: *
curr_num: 663, symbol: *
curr_num: 957, symbol: #
curr_num: 524, symbol: *
curr_num: 249, symbol: #
curr_num: 530, symbol: *
curr_num: 672, symbol: *
curr_num: 567, symbol: *
curr_num: 759, symbol: *
curr_num: 284, symbol: *
curr_num: 861, symbol: *
curr_num: 277, symbol: *
curr_num: 832, symbol: *
curr_num: 644, symbol: #
curr_num: 130, symbol: *
curr_num: 216, symbol: /
curr_num: 683, symbol: *
curr_num: 955, symbol: *
curr_num: 950, symbol: *
curr_num: 826, symbol: -
curr_num: 68, symbol: *
curr_num: 535, symbol: *
curr_num: 192, symbol: *
curr_num: 306, symbol: *
curr_num: 762, symbol: %
curr_num: 631, symbol: #
curr_num: 500, symbol: @
curr_num: 406, symbol: *
curr_num: 763, symbol: *
curr_num: 137, symbol: *
curr_num: 65, symbol: *
curr_num: 499, symbol: =
curr_num: 546, symbol: -
curr_num: 177, symbol: -
curr_num: 988, symbol: %
curr_num: 336, symbol: +
curr_num: 362, symbol: *
curr_num: 610, symbol: *
curr_num: 65, symbol: &
curr_num: 64, symbol: $
curr_num: 830, symbol: /
curr_num: 604, symbol: *
curr_num: 542, symbol: *
curr_num: 902, symbol: *
curr_num: 633, symbol: *
curr_num: 873, symbol: @
curr_num: 63, symbol: $
curr_num: 31, symbol: -
curr_num: 12, symbol: *
curr_num: 18, symbol: *
curr_num: 752, symbol: *
curr_num: 672, symbol: +
curr_num: 470, symbol: &
curr_num: 86, symbol: &
curr_num: 184, symbol: $
curr_num: 320, symbol: +
curr_num: 471, symbol: *
curr_num: 834, symbol: *
curr_num: 551, symbol: &
curr_num: 108, symbol: %
curr_num: 176, symbol: %
curr_num: 562, symbol: @
curr_num: 261, symbol: $
curr_num: 754, symbol: *
curr_num: 134, symbol: *
curr_num: 654, symbol: *
curr_num: 778, symbol: =
curr_num: 329, symbol: *
curr_num: 112, symbol: *
curr_num: 72, symbol: $
curr_num: 917, symbol: *
curr_num: 415, symbol: *
curr_num: 946, symbol: *
curr_num: 614, symbol: %
curr_num: 766, symbol: *
curr_num: 308, symbol: *
curr_num: 666, symbol: *
curr_num: 293, symbol: -
curr_num: 624, symbol: =
curr_num: 296, symbol: *
curr_num: 612, symbol: -
curr_num: 996, symbol: *
curr_num: 154, symbol: *
curr_num: 283, symbol: *
curr_num: 555, symbol: *
curr_num: 552, symbol: $
curr_num: 714, symbol: *
curr_num: 563, symbol: *
curr_num: 227, symbol: *
curr_num: 682, symbol: *
curr_num: 217, symbol: *
curr_num: 84, symbol: *
curr_num: 908, symbol: %
curr_num: 522, symbol: *
curr_num: 79, symbol: *
curr_num: 635, symbol: *
curr_num: 516, symbol: *
curr_num: 402, symbol: =
curr_num: 333, symbol: *
curr_num: 114, symbol: @
curr_num: 496, symbol: =
curr_num: 522, symbol: *
curr_num: 511, symbol: *
curr_num: 779, symbol: *
curr_num: 350, symbol: *
curr_num: 853, symbol: *
curr_num: 791, symbol: *
curr_num: 486, symbol: *
curr_num: 984, symbol: @
curr_num: 332, symbol: @
curr_num: 893, symbol: *
curr_num: 730, symbol: *
curr_num: 480, symbol: *
curr_num: 756, symbol: *
curr_num: 776, symbol: $
curr_num: 155, symbol: +
curr_num: 161, symbol: *
curr_num: 57, symbol: *
curr_num: 590, symbol: *
curr_num: 398, symbol: #
curr_num: 477, symbol: *
curr_num: 602, symbol: @
curr_num: 996, symbol: *
curr_num: 151, symbol: -
curr_num: 916, symbol: *
curr_num: 269, symbol: /
curr_num: 423, symbol: *
curr_num: 379, symbol: *
curr_num: 123, symbol: *
curr_num: 927, symbol: =
curr_num: 600, symbol: *
curr_num: 395, symbol: *
curr_num: 226, symbol: =
curr_num: 676, symbol: *
curr_num: 755, symbol: *
curr_num: 30, symbol: +
curr_num: 58, symbol: *
curr_num: 582, symbol: *
curr_num: 671, symbol: -
curr_num: 118, symbol: *
curr_num: 43, symbol: *
curr_num: 367, symbol: *
curr_num: 725, symbol: *
curr_num: 74, symbol: -
curr_num: 563, symbol: *
curr_num: 999, symbol: *
curr_num: 497, symbol: *
curr_num: 349, symbol: *
curr_num: 362, symbol: /
curr_num: 723, symbol: *
curr_num: 20, symbol: *
curr_num: 717, symbol: -
curr_num: 317, symbol: *
curr_num: 22, symbol: *
curr_num: 575, symbol: *
curr_num: 552, symbol: *
curr_num: 291, symbol: /
curr_num: 600, symbol: $
curr_num: 152, symbol: *
curr_num: 169, symbol: &
curr_num: 977, symbol: *
curr_num: 886, symbol: *
curr_num: 250, symbol: *
curr_num: 603, symbol: /
curr_num: 36, symbol: *
curr_num: 253, symbol: /
curr_num: 139, symbol: *
curr_num: 583, symbol: @
curr_num: 225, symbol: $
curr_num: 721, symbol: %
curr_num: 814, symbol: =
curr_num: 829, symbol: *
curr_num: 613, symbol: *
curr_num: 544, symbol: *
curr_num: 741, symbol: *
curr_num: 785, symbol: *
curr_num: 677, symbol: %
curr_num: 50, symbol: +
curr_num: 252, symbol: *
curr_num: 710, symbol: /
curr_num: 91, symbol: *
curr_num: 912, symbol: *
curr_num: 180, symbol: =
curr_num: 808, symbol: *
curr_num: 956, symbol: *
curr_num: 812, symbol: *
curr_num: 381, symbol: *
curr_num: 676, symbol: /
curr_num: 599, symbol: *
curr_num: 134, symbol: *
curr_num: 184, symbol: *
curr_num: 759, symbol: @
curr_num: 81, symbol: *
curr_num: 782, symbol: *
curr_num: 41, symbol: *
curr_num: 216, symbol: *
curr_num: 679, symbol: *
curr_num: 567, symbol: +
curr_num: 165, symbol: *
curr_num: 66, symbol: *
curr_num: 379, symbol: =
curr_num: 626, symbol: @
curr_num: 241, symbol: *
curr_num: 232, symbol: *
curr_num: 387, symbol: *
curr_num: 86, symbol: $
curr_num: 635, symbol: *
curr_num: 47, symbol: *
curr_num: 806, symbol: *
curr_num: 857, symbol: %
curr_num: 537, symbol: $
curr_num: 240, symbol: *
curr_num: 617, symbol: &
curr_num: 806, symbol: *
curr_num: 941, symbol: *
curr_num: 531, symbol: *
curr_num: 687, symbol: *
curr_num: 654, symbol: *
curr_num: 357, symbol: *
curr_num: 884, symbol: *
curr_num: 571, symbol: *
curr_num: 551, symbol: *
curr_num: 576, symbol: @
curr_num: 648, symbol: *
curr_num: 716, symbol: #
curr_num: 304, symbol: *
curr_num: 690, symbol: +
curr_num: 663, symbol: *
curr_num: 38, symbol: *
curr_num: 365, symbol: *
curr_num: 911, symbol: *
curr_num: 67, symbol: *
curr_num: 156, symbol: *
curr_num: 250, symbol: *
curr_num: 828, symbol: *
curr_num: 222, symbol: &
curr_num: 16, symbol: *
curr_num: 300, symbol: *
curr_num: 9, symbol: *
curr_num: 813, symbol: &
curr_num: 982, symbol: *
curr_num: 443, symbol: *
curr_num: 136, symbol: @
curr_num: 65, symbol: *
curr_num: 314, symbol: /
curr_num: 615, symbol: -
curr_num: 291, symbol: -
curr_num: 972, symbol: *
curr_num: 592, symbol: *
curr_num: 808, symbol: *
curr_num: 665, symbol: *
curr_num: 176, symbol: *
curr_num: 198, symbol: *
curr_num: 459, symbol: +
curr_num: 218, symbol: *
curr_num: 772, symbol: -
curr_num: 169, symbol: *
curr_num: 39, symbol: *
curr_num: 742, symbol: *
curr_num: 532, symbol: *
curr_num: 264, symbol: #
curr_num: 831, symbol: *
curr_num: 689, symbol: *
curr_num: 589, symbol: *
curr_num: 91, symbol: #
curr_num: 75, symbol: =
curr_num: 641, symbol: #
curr_num: 896, symbol: *
curr_num: 167, symbol: *
curr_num: 372, symbol: $
curr_num: 138, symbol: *
curr_num: 462, symbol: *
curr_num: 227, symbol: *
curr_num: 801, symbol: *
curr_num: 512, symbol: *
curr_num: 775, symbol: *
curr_num: 673, symbol: *
curr_num: 47, symbol: *
curr_num: 135, symbol: *
curr_num: 725, symbol: $
curr_num: 489, symbol: *
curr_num: 815, symbol: *
curr_num: 551, symbol: *
curr_num: 519, symbol: *
curr_num: 636, symbol: *
curr_num: 987, symbol: #
curr_num: 827, symbol: *
curr_num: 496, symbol: *
curr_num: 48, symbol: *
curr_num: 121, symbol: *
curr_num: 311, symbol: *
curr_num: 525, symbol: =
curr_num: 819, symbol: *
curr_num: 369, symbol: *
curr_num: 10, symbol: *
curr_num: 975, symbol: =
curr_num: 961, symbol: *
curr_num: 888, symbol: *
curr_num: 304, symbol: #
curr_num: 96, symbol: *
curr_num: 857, symbol: *
curr_num: 376, symbol: *
curr_num: 859, symbol: *
curr_num: 522, symbol: %
curr_num: 629, symbol: *
curr_num: 419, symbol: *
curr_num: 259, symbol: *
curr_num: 360, symbol: #
curr_num: 44, symbol: %
curr_num: 190, symbol: *
curr_num: 969, symbol: =
curr_num: 913, symbol: -
curr_num: 429, symbol: =
curr_num: 476, symbol: =
curr_num: 707, symbol: *
curr_num: 906, symbol: *
curr_num: 84, symbol: =
curr_num: 286, symbol: *
curr_num: 127, symbol: *
curr_num: 200, symbol: *
curr_num: 465, symbol: *
